index,tag,name,M,N,K,dtype,A,B,mean_microseconds,arithmetic_intensity,tflops,ok
34,llama70bskinny,rocblas,57344,8,8192,fp16,T,N,249.66341,7.9910813823857305,30.105303648620357,True
35,llama13bskinnybf16,rocblas,3456,32,5120,bf16,T,N,14.68678,31.511283337132436,77.10758110355027,True
36,llama13bmatvec,rocblas,7680,1,5120,fp16,T,N,23.4015,0.9996745850959974,3.360605089417345,True
37,llama70bskinny,rocblas,8192,4,8192,fp16,T,N,44.72523,3.9960975609756098,12.003759667641729,True
38,llama70bskinnybf16,rocblas,10240,4,8192,bf16,T,N,56.82371,3.9964874621914332,11.81001099717002,True
39,llama70bskinnybf16,rocblas,8192,32,7168,bf16,T,N,35.547470000000004,31.73436635307139,105.72050230297683,True
40,gpt4memory,rocblas,8192,16,1024,fp16,N,N,10.63812,15.723608445297504,25.23335476569168,True
41,llama70bskinnybf16,rocblas,8192,16,4096,bf16,T,N,26.01353,15.906796116504854,41.27628291892719,True
42,llama13bskinnybf16,rocblas,5120,2,6912,bf16,T,N,19.9821,1.998640970404962,7.0842283844040415,True
43,unet,rocblas,2048,1280,1280,bf16,N,T,30.02657,487.6190476190476,223.49826836698298,True
44,llama13bskinny,rocblas,4000,16,5120,fp16,T,N,13.72508,15.886806503661413,47.749084158343706,True
45,llama13bskinnybf16,rocblas,4000,2,5120,bf16,T,N,13.024569999999999,1.998220335014128,6.289651021108567,True
46,llama13bskinny,rocblas,5120,4,5120,fp16,T,N,17.19197,3.9937597503900157,12.198439155024118,True
47,llama13bskinnybf16,rocblas,5120,16,6912,bf16,T,N,20.92005,15.913433866697364,54.13285723504485,True
48,llama13bmatvecbf16,rocblas,4000,1,5120,bf16,T,N,13.09581,0.9995548857149551,3.1277179494815517,True
49,llama70bmatvec,rocblas,7168,1,8192,fp16,T,N,39.03811,0.9997384891647344,3.0083554762256677,True
50,llama70bskinny,rocblas,8192,2,8192,fp16,T,N,45.342620000000004,1.9990239141044412,5.920157591246381,True
51,unet,rocblas,2048,10240,1280,fp16,T,T,127.5981,731.4285714285714,420.75149394857755,True
52,llama70bmemory,rocblas,2,3584,8192,bf16,N,T,18.59297,1.9983969332636349,6.316393346517527,True
53,llama13bskinny,rocblas,5120,4,640,fp16,T,N,6.19766,3.9720713731574864,4.2297254124943935,True
54,llama13bskinny,rocblas,15360,32,5120,fp16,T,N,45.54445,31.735537190082646,110.51104580250721,True
55,llama70bskinnybf16,rocblas,4000,32,8192,bf16,T,N,28.494970000000002,31.623482906642785,73.59726997431477,True
56,llama70bskinnybf16,rocblas,7168,32,8192,bf16,T,N,40.14229,31.73436635307139,93.61938205319127,True
57,llama13bskinny,rocblas,5120,4,13824,fp16,T,N,39.904830000000004,3.9957221724426972,14.189536454609627,True
58,llama70bskinnybf16,rocblas,4000,8,8192,bf16,T,N,23.53209,7.976258169043706,22.279704012690758,True
59,llama13bskinny,rocblas,5120,4,3456,fp16,T,N,15.933440000000001,3.9922603748519943,8.884318766066837,True
60,unet,rocblas,8192,5120,640,fp16,N,T,116.30696,531.9480519480519,461.59826720602103,True
61,llama70bskinnybf16,rocblas,7168,16,8192,bf16,T,N,42.96804,15.933314809669353,43.73129870480478,True
62,llama13bmatvecbf16,rocblas,5120,1,1728,bf16,T,N,9.593309999999999,0.9992265824340246,1.8444853757462234,True
63,llama70bskinnybf16,rocblas,8192,4,1024,bf16,T,N,6.88628,3.982498784637822,9.745299929715317,True
64,llama70bskinnybf16,rocblas,8192,32,4096,bf16,T,N,26.156,31.62934362934363,82.10290747820768,True
